Seizure file	Match ID
PHL, 04-05, 0.2t	S4.017
PHL, 04-05, 0.2t	S4.021
PHL, 04-05, 0.2t	S4.022
PHL, 04-05, 0.2t	S4.024
PHL, 04-05, 0.2t	S4.029
PHL, 04-05, 0.2t	S4.035
PHL, 04-05, 0.2t	S4.038
PHL, 04-05, 0.2t	S4.040
PHL, 04-05, 0.2t	S4.042
PHL, 04-05, 0.2t	S4.043
PHL, 04-05, 0.2t	S4.044
PHL, 04-05, 0.2t	S4.048
PHL, 04-05, 0.2t	S4.051
PHL, 04-05, 0.2t	S4.053
PHL, 04-05, 0.2t	S4.054
PHL, 05-05, 0.17t	S5.005
PHL, 05-05, 0.17t	S5.006
PHL, 05-05, 0.17t	S5.007
PHL, 05-05, 0.17t	S5.010
PHL, 05-05, 0.17t	S5.011
PHL, 05-05, 0.17t	S5.013
PHL, 05-05, 0.17t	S5.014
PHL, 05-05, 0.17t	S5.018
PHL, 06-09, 0.9t	S6.001
PHL, 06-09, 0.9t	S6.010
PHL, 06-09, 0.9t	S6.011
PHL, 07-09, 3.4t	S7.002
PHL, 07-09, 3.4t	S7.004
PHL, 07-09, 3.4t	S7.007
PHL, 07-09, 3.4t	S7.008
PHL, 07-09, 3.4t	S7.013
PHL, 07-09, 3.4t	S7.014
PHL, 07-09, 3.4t	S7.015
PHL, 07-09, 3.4t	S7.016
PHL, 07-09, 3.4t	S7.017
PHL, 07-09, 3.4t	S7.018
PHL, 07-09, 3.4t	S7.020
PHL, 07-09, 3.4t	S7.023
PHL, 07-09, 3.4t	S7.025
PHL, 07-09, 3.4t	S7.026
PHL, 07-09, 3.4t	S7.028
PHL, 07-09, 3.4t	S7.030
PHL, 07-09, 3.4t	S7.032
PHL, 07-09, 3.4t	S7.033-S7.126
PHL, 07-09, 3.4t	S7.036
PHL, 07-09, 3.4t	S7.037
PHL, 07-09, 3.4t	S7.040
PHL, 07-09, 3.4t	S7.041
PHL, 07-09, 3.4t	S7.044
PHL, 07-09, 3.4t	S7.045
PHL, 07-09, 3.4t	S7.048
PHL, 07-09, 3.4t	S7.054-S7.057
PHL, 07-09, 3.4t	S7.055
PHL, 07-09, 3.4t	S7.056
PHL, 07-09, 3.4t	S7.058
PHL, 07-09, 3.4t	S7.060
PHL, 07-09, 3.4t	S7.061
PHL, 07-09, 3.4t	S7.065
PHL, 07-09, 3.4t	S7.069-S7.141
PHL, 07-09, 3.4t	S7.071
PHL, 07-09, 3.4t	S7.072
PHL, 07-09, 3.4t	S7.074
PHL, 07-09, 3.4t	S7.076-S7.089
PHL, 07-09, 3.4t	S7.077
PHL, 07-09, 3.4t	S7.081
PHL, 07-09, 3.4t	S7.082
PHL, 07-09, 3.4t	S7.085
PHL, 07-09, 3.4t	S7.088
PHL, 07-09, 3.4t	S7.090
PHL, 07-09, 3.4t	S7.093
PHL, 07-09, 3.4t	S7.097
PHL, 07-09, 3.4t	S7.098
PHL, 07-09, 3.4t	S7.099
PHL, 07-09, 3.4t	S7.101
PHL, 07-09, 3.4t	S7.103
PHL, 07-09, 3.4t	S7.105
PHL, 07-09, 3.4t	S7.106
PHL, 07-09, 3.4t	S7.111
PHL, 07-09, 3.4t	S7.114
PHL, 07-09, 3.4t	S7.116
PHL, 07-09, 3.4t	S7.119
PHL, 07-09, 3.4t	S7.125
PHL, 07-09, 3.4t	S7.128
PHL, 07-09, 3.4t	S7.131
PHL, 07-09, 3.4t	S7.139
PHL, 07-09, 3.4t	S7.140
PHL, 07-09, 3.4t	S7.142
PHL, 07-09, 3.4t	S7.143
PHL, 07-09, 3.4t	S7.147-S7.179
PHL, 07-09, 3.4t	S7.148
PHL, 07-09, 3.4t	S7.149
PHL, 07-09, 3.4t	S7.152
PHL, 07-09, 3.4t	S7.154
PHL, 07-09, 3.4t	S7.155
PHL, 07-09, 3.4t	S7.159
PHL, 07-09, 3.4t	S7.167
PHL, 07-09, 3.4t	S7.169
PHL, 07-09, 3.4t	S7.173
PHL, 07-09, 3.4t	S7.178
PHL, 07-09, 3.4t	S7.184
PHL, 07-09, 3.4t	S7.187
PHL, 08-09, 1.5t	S8.001
PHL, 08-09, 1.5t	S8.003
PHL, 08-09, 1.5t	S8.008-S8.011
PHL, 08-09, 1.5t	S8.010
PHL, 08-09, 1.5t	S8.018
PHL, 08-09, 1.5t	S8.019
PHL, 08-09, 1.5t	S8.021
PHL, 08-09, 1.5t	S8.028
PHL, 08-09, 1.5t	S8.033
PHL, 08-09, 1.5t	S8.034
PHL, 08-09, 1.5t	S8.035
PHL, 08-09, 1.5t	S8.042
PHL, 08-09, 1.5t	S8.044
PHL, 08-09, 1.5t	S8.048
PHL, 08-09, 1.5t	S8.049
PHL, 08-09, 1.5t	S8.053
PHL, 08-09, 1.5t	S8.055
PHL, 08-09, 1.5t	S8.064
PHL, 08-09, 1.5t	S8.068
PHL, 08-09, 1.5t	S8.070
PHL, 08-09, 1.5t	S8.072
PHL, 08-09, 1.5t	S8.078-S8.084
PHL, 08-09, 1.5t	S8.081
PHL, 08-09, 1.5t	S8.083
MWI, 05-13, 2.6t	M1B001
MWI, 05-13, 2.6t	M1B002
MWI, 05-13, 2.6t	M1B005
MWI, 05-13, 2.6t	M1B006
MWI, 05-13, 2.6t	M1B008
MWI, 05-13, 2.6t	M1B009
MWI, 05-13, 2.6t	M1B010
MWI, 05-13, 2.6t	M1B016
MWI, 05-13, 2.6t	M1B017
MWI, 05-13, 2.6t	M1B018
MWI, 05-13, 2.6t	M1B021
MWI, 05-13, 2.6t	M1B023
MWI, 05-13, 2.6t	M1B025
MWI, 05-13, 2.6t	M1B028-M1B046
MWI, 05-13, 2.6t	M1B031
MWI, 05-13, 2.6t	M1B033
MWI, 05-13, 2.6t	M1B036
MWI, 05-13, 2.6t	M1B038
MWI, 05-13, 2.6t	M1B041
MWI, 05-13, 2.6t	M1B042
MWI, 05-13, 2.6t	M1B044
MWI, 05-13, 2.6t	M1B047
MWI, 05-13, 2.6t	M1B053
MWI, 05-13, 2.6t	M1B059
MWI, 05-13, 2.6t	M1B060
MWI, 05-13, 2.6t	M1B066
MWI, 05-13, 2.6t	M1B071
MWI, 05-13, 2.6t	M1B074-M1B082
MWI, 05-13, 2.6t	M1B079
MWI, 05-13, 2.6t	M1B085
MWI, 05-13, 2.6t	M1B087
MWI, 05-13, 2.6t	M1B096
MWI, 05-13, 2.6t	M2G001
MWI, 05-13, 2.6t	M2G003
MWI, 05-13, 2.6t	M2G004
MWI, 05-13, 2.6t	M2G008
MWI, 05-13, 2.6t	M2G009
MWI, 05-13, 2.6t	M2G012
MWI, 05-13, 2.6t	M2G013
MWI, 05-13, 2.6t	M2G016
MWI, 05-13, 2.6t	M2G022
MWI, 05-13, 2.6t	M2G028
MWI, 05-13, 2.6t	M2G030
MWI, 05-13, 2.6t	M2G032
MWI, 05-13, 2.6t	M2G039
MWI, 05-13, 2.6t	M3R001
MWI, 05-13, 2.6t	M3R003
MWI, 05-13, 2.6t	M3R009
MWI, 05-13, 2.6t	M3R010
MWI, 05-13, 2.6t	M3R014
MWI, 05-13, 2.6t	M3R016
MWI, 05-13, 2.6t	M3R018
MWI, 05-13, 2.6t	MR777003
MWI, 05-13, 2.6t	MR777004
MWI, 05-13, 2.6t	MR777009-MR777020
MWI, 05-13, 2.6t	MR777010
MWI, 05-13, 2.6t	MR777013
MWI, 05-13, 2.6t	MR777015
MWI, 05-13, 2.6t	MR777018
MWI, 05-13, 2.6t	MR777021
TGO, 01-14, 3.9t	TOGI002
TGO, 01-14, 3.9t	TOGI003
TGO, 01-14, 3.9t	TOGI007-TOGI013
TGO, 01-14, 3.9t	TOGI008
TGO, 01-14, 3.9t	TOGI014
TGO, 01-14, 3.9t	TOGI016
TGO, 01-14, 3.9t	TOGI020
TGO, 01-14, 3.9t	TOGI023
TGO, 01-14, 3.9t	TOGI025
TGO, 01-14, 3.9t	TOGI026
TGO, 01-14, 3.9t	TOGI028
TGO, 01-14, 3.9t	TOGI030
TGO, 01-14, 3.9t	TOGI032
TGO, 01-14, 3.9t	TOGI037
TGO, 01-14, 3.9t	TOGI048
TGO, 01-14, 3.9t	TOGI053
TGO, 01-14, 3.9t	TOGI058
TGO, 01-14, 3.9t	TOGI060
TGO, 01-14, 3.9t	TOGI064
TGO, 01-14, 3.9t	TOGI067
TGO, 01-14, 3.9t	TOGI068
TGO, 01-14, 3.9t	TOGI069
TGO, 01-14, 3.9t	TOGI071
TGO, 01-14, 3.9t	TOGI072
TGO, 01-14, 3.9t	TOGI073
TGO, 01-14, 3.9t	TOGI074
TGO, 01-14, 3.9t	TOGI076
TGO, 01-14, 3.9t	TOGI077
TGO, 01-14, 3.9t	TOGI081
TGO, 01-14, 3.9t	TOGI082
TGO, 01-14, 3.9t	TOGI088
TGO, 01-14, 3.9t	TOGI089
TGO, 01-14, 3.9t	TOGI091
TGO, 01-14, 3.9t	TOGI093-TOGI112
TGO, 01-14, 3.9t	TOGI094
TGO, 01-14, 3.9t	TOGI095
TGO, 01-14, 3.9t	TOGI098
TGO, 01-14, 3.9t	TOGI102
TGO, 01-14, 3.9t	TOGI103
TGO, 01-14, 3.9t	TOGI111
TGO, 01-14, 3.9t	TOGI114
TGO, 01-14, 3.9t	TOGI118
TGO, 01-14, 3.9t	TOGI120-TOGI185
TGO, 01-14, 3.9t	TOGI122
TGO, 01-14, 3.9t	TOGI125
TGO, 01-14, 3.9t	TOGI126
TGO, 01-14, 3.9t	TOGI127
TGO, 01-14, 3.9t	TOGI130
TGO, 01-14, 3.9t	TOGI136
TGO, 01-14, 3.9t	TOGI140
TGO, 01-14, 3.9t	TOGI142
TGO, 01-14, 3.9t	TOGI145
TGO, 01-14, 3.9t	TOGI146
TGO, 01-14, 3.9t	TOGI148
TGO, 01-14, 3.9t	TOGI149
TGO, 01-14, 3.9t	TOGI150
TGO, 01-14, 3.9t	TOGI151
TGO, 01-14, 3.9t	TOGI154
TGO, 01-14, 3.9t	TOGI155
TGO, 01-14, 3.9t	TOGI156
TGO, 01-14, 3.9t	TOGI160
TGO, 01-14, 3.9t	TOGI161
TGO, 01-14, 3.9t	TOGI165
TGO, 01-14, 3.9t	TOGI166
TGO, 01-14, 3.9t	TOGI173
TGO, 01-14, 3.9t	TOGI174
TGO, 01-14, 3.9t	TOGI175
TGO, 01-14, 3.9t	TOGI176
TGO, 01-14, 3.9t	TOGI181
TGO, 01-14, 3.9t	TOGI189
TGO, 01-14, 3.9t	TOGI190
TGO, 01-14, 3.9t	TOGI192
TGO, 01-14, 3.9t	TOGI194
TGO, 01-14, 3.9t	TOGI195
TGO, 01-14, 3.9t	TOGI196
TGO, 01-14, 3.9t	TOGI198
UGA, 12-13, 1.4t	UWA.A.002
UGA, 12-13, 1.4t	UWA.A.006
UGA, 12-13, 1.4t	UWA.A.008
UGA, 12-13, 1.4t	UWA.A.010-UWA.A.085
UGA, 12-13, 1.4t	UWA.A.012-UWA.A.217
UGA, 12-13, 1.4t	UWA.A.013
UGA, 12-13, 1.4t	UWA.A.014
UGA, 12-13, 1.4t	UWA.A.020-UWA.A.103
UGA, 12-13, 1.4t	UWA.A.022
UGA, 12-13, 1.4t	UWA.A.024-UWA.A.304
UGA, 12-13, 1.4t	UWA.A.026
UGA, 12-13, 1.4t	UWA.A.031
UGA, 12-13, 1.4t	UWA.A.037
UGA, 12-13, 1.4t	UWA.A.040
UGA, 12-13, 1.4t	UWA.A.044
UGA, 12-13, 1.4t	UWA.A.048
UGA, 12-13, 1.4t	UWA.A.049-UWA.A.308
UGA, 12-13, 1.4t	UWA.A.065
UGA, 12-13, 1.4t	UWA.A.066
UGA, 12-13, 1.4t	UWA.A.075-UWA.A.296
UGA, 12-13, 1.4t	UWA.A.088
UGA, 12-13, 1.4t	UWA.A.095
UGA, 12-13, 1.4t	UWA.A.107
UGA, 12-13, 1.4t	UWA.A.109
UGA, 12-13, 1.4t	UWA.A.112
UGA, 12-13, 1.4t	UWA.A.115
UGA, 12-13, 1.4t	UWA.A.117
UGA, 12-13, 1.4t	UWA.A.120
UGA, 12-13, 1.4t	UWA.A.124
UGA, 12-13, 1.4t	UWA.A.125
UGA, 12-13, 1.4t	UWA.A.133
UGA, 12-13, 1.4t	UWA.A.135
UGA, 12-13, 1.4t	UWA.A.137
UGA, 12-13, 1.4t	UWA.A.143
UGA, 12-13, 1.4t	UWA.A.170
UGA, 12-13, 1.4t	UWA.A.208
UGA, 12-13, 1.4t	UWA.A.252
UGA, 12-13, 1.4t	UWA.A.253
UGA, 12-13, 1.4t	UWA.A.254
UGA, 12-13, 1.4t	UWA.A.263
UGA, 12-13, 1.4t	UWA.A.265
UGA, 12-13, 1.4t	UWA.A.281
UGA, 12-13, 1.4t	UWA.A.289
UGA, 12-13, 1.4t	UWA.A.291
UGA, 12-13, 1.4t	UWA.A.298
UGA, 12-13, 1.4t	UWA.A.299-UWA.A.310
UGA, 12-13, 1.4t	UWA.A.302-UWA.A.336
UGA, 12-13, 1.4t	UWA.A.306
UGA, 12-13, 1.4t	UWA.A.312
UGA, 12-13, 1.4t	UWA.A.315
UGA, 12-13, 1.4t	UWA.A.318
UGA, 12-13, 1.4t	UWA.A.322
UGA, 12-13, 1.4t	UWA.A.332
UGA, 12-13, 1.4t	UWA.A.342
UGA, 12-13, 1.4t	UWA.A.363
UGA, 12-13, 1.4t	UWA.A.369
UGA, 12-13, 1.4t	UWA.B.006
UGA, 12-13, 1.4t	UWA.B.066
UGA, 12-13, 1.4t	UWA.B.068
UGA, 12-13, 1.4t	UWA.B.069
UGA, 12-13, 1.4t	UWA.B.070
UGA, 12-13, 1.4t	UWA.B.071
UGA, 12-13, 1.4t	UWA.B.099
UGA, 12-13, 1.4t	UWA.B.100
UGA, 12-13, 1.4t	UWA.B.101
UGA, 12-13, 1.4t	UWA.B.140
UGA, 12-13, 1.4t	UWA.B.146
UGA, 12-13, 1.4t	UWA.B.149
UGA, 12-13, 1.4t	UWA.B.159
UGA, 12-13, 1.4t	UWA.B.163
UGA, 12-13, 1.4t	UWA.B.195
UGA, 12-13, 1.4t	UWA.B.197
UGA, 12-13, 1.4t	UWA.B.200
UGA, 12-13, 1.4t	UWA.B.252
UGA, 12-13, 1.4t	UWA.B.263-UWA.B.327
UGA, 12-13, 1.4t	UWA.B.269
UGA, 12-13, 1.4t	UWA.B.275
UGA, 12-13, 1.4t	UWA.B.283
UGA, 12-13, 1.4t	UWA.B.291
UGA, 12-13, 1.4t	UWA.B.298
UGA, 12-13, 1.4t	UWA.B.305
UGA, 12-13, 1.4t	UWA.B.317
UGA, 12-13, 1.4t	UWA.B.323
UGA, 12-13, 1.4t	UWA.B.330
UGA, 12-13, 1.4t	UWA.B.396
UGA, 12-13, 1.4t	UWA.B.399
UGA, 12-13, 1.4t	UWA.B.402
UGA, 12-13, 1.4t	UWA.B.417
UGA, 12-13, 1.4t	UWA.B.419
UGA, 12-13, 1.4t	UWA.B.425
UGA, 12-13, 1.4t	UWA.C.006
UGA, 12-13, 1.4t	UWA.C.008
UGA, 12-13, 1.4t	UWA.C.014
UGA, 12-13, 1.4t	UWA.C.059
UGA, 12-13, 1.4t	UWA.C.062
UGA, 12-13, 1.4t	UWA.C.069
UGA, 12-13, 1.4t	UWA.C.076
UGA, 10-13, 2.9t	AVP.EBB.058-AVP.EBB.077
UGA, 10-13, 2.9t	AVP.EBB.060-AVP.EBB.074
UGA, 10-13, 2.9t	AVP.EBB.063-AVP.EBB.098
UGA, 10-13, 2.9t	AVP.EBB.066-UWA.EBB.031
UGA, 10-13, 2.9t	AVP.EBB.069
UGA, 10-13, 2.9t	AVP.EBB.076
UGA, 10-13, 2.9t	AVP.EBB.080-AVP.EBB.082
UGA, 10-13, 2.9t	AVP.EBB.081
UGA, 10-13, 2.9t	AVP.EBB.089
UGA, 10-13, 2.9t	AVP.EBB.091
UGA, 10-13, 2.9t	AVP.EBB.107
UGA, 10-13, 2.9t	AVP.EBB.110
UGA, 10-13, 2.9t	AVP.EBB.111
UGA, 10-13, 2.9t	AVP.EBB.114
UGA, 10-13, 2.9t	AVP.EBB.116
UGA, 10-13, 2.9t	AVP.EBB.118
UGA, 10-13, 2.9t	AVP.EBB.120
UGA, 10-13, 2.9t	AVP.EBB.125
UGA, 10-13, 2.9t	AVP.EBB.127
UGA, 10-13, 2.9t	AVP.EBB.134
UGA, 10-13, 2.9t	AVP.EBB.136
UGA, 10-13, 2.9t	AVP.EBB.137
UGA, 10-13, 2.9t	AVP.EBB.141
UGA, 10-13, 2.9t	AVP.EBB.143
UGA, 10-13, 2.9t	AVP.EBB.145
UGA, 10-13, 2.9t	AVP.EBB.146
UGA, 10-13, 2.9t	AVP.EBB.147
UGA, 10-13, 2.9t	AVP.EBB.150
UGA, 10-13, 2.9t	AVP.EBB.152-AVP.EBB.191
UGA, 10-13, 2.9t	AVP.EBB.153
UGA, 10-13, 2.9t	AVP.EBB.154
UGA, 10-13, 2.9t	AVP.EBB.175
UGA, 10-13, 2.9t	AVP.EBB.176-AVP.EBB.360
UGA, 10-13, 2.9t	AVP.EBB.179
UGA, 10-13, 2.9t	AVP.EBB.182-AVP.EBB.188
UGA, 10-13, 2.9t	AVP.EBB.184
UGA, 10-13, 2.9t	AVP.EBB.204
UGA, 10-13, 2.9t	AVP.EBB.205
UGA, 10-13, 2.9t	AVP.EBB.207
UGA, 10-13, 2.9t	AVP.EBB.210
UGA, 10-13, 2.9t	AVP.EBB.211
UGA, 10-13, 2.9t	AVP.EBB.212
UGA, 10-13, 2.9t	AVP.EBB.215
UGA, 10-13, 2.9t	AVP.EBB.217
UGA, 10-13, 2.9t	AVP.EBB.218
UGA, 10-13, 2.9t	AVP.EBB.239
UGA, 10-13, 2.9t	AVP.EBB.241
UGA, 10-13, 2.9t	AVP.EBB.242
UGA, 10-13, 2.9t	AVP.EBB.244
UGA, 10-13, 2.9t	AVP.EBB.245
UGA, 10-13, 2.9t	AVP.EBB.246
UGA, 10-13, 2.9t	AVP.EBB.247
UGA, 10-13, 2.9t	AVP.EBB.248
UGA, 10-13, 2.9t	AVP.EBB.249
UGA, 10-13, 2.9t	AVP.EBB.250
UGA, 10-13, 2.9t	AVP.EBB.251
UGA, 10-13, 2.9t	AVP.EBB.272
UGA, 10-13, 2.9t	AVP.EBB.273
UGA, 10-13, 2.9t	AVP.EBB.276
UGA, 10-13, 2.9t	AVP.EBB.277
UGA, 10-13, 2.9t	AVP.EBB.278
UGA, 10-13, 2.9t	AVP.EBB.279
UGA, 10-13, 2.9t	AVP.EBB.282
UGA, 10-13, 2.9t	AVP.EBB.283
UGA, 10-13, 2.9t	AVP.EBB.287
UGA, 10-13, 2.9t	AVP.EBB.292
UGA, 10-13, 2.9t	AVP.EBB.310
UGA, 10-13, 2.9t	AVP.EBB.312
UGA, 10-13, 2.9t	AVP.EBB.313
UGA, 10-13, 2.9t	AVP.EBB.316
UGA, 10-13, 2.9t	AVP.EBB.319
UGA, 10-13, 2.9t	AVP.EBB.320
UGA, 10-13, 2.9t	AVP.EBB.322
UGA, 10-13, 2.9t	AVP.EBB.326
UGA, 10-13, 2.9t	AVP.EBB.327
UGA, 10-13, 2.9t	AVP.EBB.329
UGA, 10-13, 2.9t	AVP.EBB.362-UWA.EEB.048
UGA, 10-13, 2.9t	AVP.EBB.365
UGA, 10-13, 2.9t	AVP.EBB.369
UGA, 10-13, 2.9t	AVP.EBB.370
UGA, 10-13, 2.9t	AVP.EBB.379-AVP.EBB.384
UGA, 10-13, 2.9t	AVP.EBB.387
UGA, 10-13, 2.9t	AVP.EBB.389
UGA, 10-13, 2.9t	AVP.EBB.390
UGA, 10-13, 2.9t	AVP.EBB.391
UGA, 10-13, 2.9t	AVP.EBB.392-AVP.EBB.411
UGA, 10-13, 2.9t	AVP.EBB.393
UGA, 10-13, 2.9t	AVP.EBB.394
UGA, 10-13, 2.9t	AVP.EBB.410
UGA, 10-13, 2.9t	AVP.EBB.416
UGA, 10-13, 2.9t	AVP.EBB.417
UGA, 10-13, 2.9t	AVP.EBB.419
UGA, 10-13, 2.9t	AVP.EBB.421
UGA, 10-13, 2.9t	AVP.EBB.429
UGA, 10-13, 2.9t	AVP.EBB.433
UGA, 10-13, 2.9t	UWA.EBB.016-UWA.EBB.037
UGA, 10-13, 2.9t	UWA.EBB.017-UWA.EBB.029
UGA, 10-13, 2.9t	UWA.EBB.029
UGA, 10-13, 2.9t	UWA.EBB.035
UGA, 10-13, 2.9t	UWA.EBB.042
UGA, 10-13, 2.9t	UWA.EBB.050
UGA, 10-13, 2.9t	UWA.EBB.052
SGP, 03-14, 1.0t	SGP01.1
SGP, 03-14, 1.0t	SGP01.2
SGP, 03-14, 1.0t	SGP01.3
SGP, 03-14, 1.0t	SGP03.2
SGP, 03-14, 1.0t	SGP03.3
SGP, 03-14, 1.0t	SGP04.2
SGP, 03-14, 1.0t	SGP04.3
SGP, 03-14, 1.0t	SGP05.2
SGP, 03-14, 1.0t	SGP05.3
SGP, 03-14, 1.0t	SGP06.2
SGP, 03-14, 1.0t	SGP06.3
SGP, 03-14, 1.0t	SGP07.2
SGP, 03-14, 1.0t	SGP07.3
SGP, 03-14, 1.0t	SGP08.2
SGP, 03-14, 1.0t	SGP09.2
SGP, 03-14, 1.0t	SGP10.2
SGP, 03-14, 1.0t	SGP10.3
SGP, 03-14, 1.0t	SGP11.2
SGP, 03-14, 1.0t	SGP12.2-SGP13.2
SGP, 03-14, 1.0t	SGP13.3
SGP, 03-14, 1.0t	SGP14.2
SGP, 03-14, 1.0t	SGP14.3
SGP, 03-14, 1.0t	SGP16.3
SGP, 03-14, 1.0t	SGP17.2
SGP, 03-14, 1.0t	SGP18.2
SGP, 03-14, 1.0t	SGP18.3
SGP, 03-14, 1.0t	SGP19.2
SGP, 03-14, 1.0t	SGP19.3
SGP, 03-14, 1.0t	SGP20.2
SGP, 03-14, 1.0t	SGP20.3
SGP, 03-14, 1.0t	SGP22.2
SGP, 03-14, 1.0t	SGP24.2
SGP, 03-14, 1.0t	SGP27.2
SGP, 03-14, 1.0t	SGP28.2
SGP, 03-14, 1.0t	SGP32.2
HKG, 01-13, 1.3t	HKK001-HKK003
HKG, 01-13, 1.3t	HKK004
HKG, 01-13, 1.3t	HKK005-HKK040
HKG, 01-13, 1.3t	HKK006
HKG, 01-13, 1.3t	HKK007
HKG, 01-13, 1.3t	HKK008
HKG, 01-13, 1.3t	HKK009
HKG, 01-13, 1.3t	HKK013
HKG, 01-13, 1.3t	HKK014
HKG, 01-13, 1.3t	HKK018
HKG, 01-13, 1.3t	HKK019
HKG, 01-13, 1.3t	HKK020
HKG, 01-13, 1.3t	HKK023
HKG, 01-13, 1.3t	HKK024-HKK027
HKG, 01-13, 1.3t	HKK025
HKG, 01-13, 1.3t	HKK026
HKG, 01-13, 1.3t	HKK028
HKG, 01-13, 1.3t	HKK029
HKG, 01-13, 1.3t	HKK031
HKG, 01-13, 1.3t	HKK033
HKG, 01-13, 1.3t	HKK036
HKG, 01-13, 1.3t	HKK037
HKG, 01-13, 1.3t	HKK044
HKG, 01-13, 1.3t	HKK046
HKG, 01-13, 1.3t	HKK049
HKG, 01-13, 1.3t	HKK054
HKG, 01-13, 1.3t	HKK057
HKG, 01-13, 1.3t	HKK059
HKG, 01-13, 1.3t	HKK061
HKG, 01-13, 1.3t	HKK064
HKG, 01-13, 1.3t	HKK068
HKG, 01-13, 1.3t	HKK072
HKG, 01-13, 1.3t	HKK073
HKG, 01-13, 1.3t	HKK074
HKG, 01-13, 1.3t	HKK075-HKK085
HKG, 01-13, 1.3t	HKK081
HKG, 01-13, 1.3t	HKK082
HKG, 01-13, 1.3t	HKK086-HKK093
HKG, 01-13, 1.3t	HKK087-HKK099
HKG, 01-13, 1.3t	HKK091-HKK092
HKG, 01-13, 1.3t	HKK097
HKG, 01-13, 1.3t	HKK104-HKK105
HKG, 01-13, 1.3t	HKK106
HKG, 08-13, 2.2t	HKN004-HKN014
HKG, 08-13, 2.2t	HKN005-HKN013
HKG, 08-13, 2.2t	HKN006-HKN023
HKG, 08-13, 2.2t	HKN007-HKN071
HKG, 08-13, 2.2t	HKN008-HKN049
HKG, 08-13, 2.2t	HKN009
HKG, 08-13, 2.2t	HKN010-HKN037
HKG, 08-13, 2.2t	HKN011
HKG, 08-13, 2.2t	HKN012-HKN038
HKG, 08-13, 2.2t	HKN016-HKN073
HKG, 08-13, 2.2t	HKN017
HKG, 08-13, 2.2t	HKN020
HKG, 08-13, 2.2t	HKN021-HKN082
HKG, 08-13, 2.2t	HKN022
HKG, 08-13, 2.2t	HKN024
HKG, 08-13, 2.2t	HKN025-HKN047
HKG, 08-13, 2.2t	HKN027
HKG, 08-13, 2.2t	HKN028
HKG, 08-13, 2.2t	HKN029
HKG, 08-13, 2.2t	HKN032-HKN051
HKG, 08-13, 2.2t	HKN033
HKG, 08-13, 2.2t	HKN034
HKG, 08-13, 2.2t	HKN039-HKN072
HKG, 08-13, 2.2t	HKN040-HKN045
HKG, 08-13, 2.2t	HKN041
HKG, 08-13, 2.2t	HKN042-HKN086
HKG, 08-13, 2.2t	HKN046
HKG, 08-13, 2.2t	HKN050
HKG, 08-13, 2.2t	HKN052
HKG, 08-13, 2.2t	HKN053
HKG, 08-13, 2.2t	HKN054
HKG, 08-13, 2.2t	HKN055-HKN056
HKG, 08-13, 2.2t	HKN057
HKG, 08-13, 2.2t	HKN060
HKG, 08-13, 2.2t	HKN061-HKN063
HKG, 08-13, 2.2t	HKN062
HKG, 08-13, 2.2t	HKN065-HKN080
HKG, 08-13, 2.2t	HKN066
HKG, 08-13, 2.2t	HKN067-HKN076
HKG, 08-13, 2.2t	HKN068-HKN195
HKG, 08-13, 2.2t	HKN074-HKN078
HKG, 08-13, 2.2t	HKN075
HKG, 08-13, 2.2t	HKN079
HKG, 08-13, 2.2t	HKN081-HKN126
HKG, 08-13, 2.2t	HKN084
HKG, 08-13, 2.2t	HKN085
HKG, 08-13, 2.2t	HKN088-HKN128
HKG, 08-13, 2.2t	HKN089
HKG, 08-13, 2.2t	HKN090-HKN187
HKG, 08-13, 2.2t	HKN091
HKG, 08-13, 2.2t	HKN096
HKG, 08-13, 2.2t	HKN111-HKN121
HKG, 08-13, 2.2t	HKN138-HKN193
HKG, 08-13, 2.2t	HKN140
HKG, 08-13, 2.2t	HKN141-HKN179
HKG, 08-13, 2.2t	HKN143
HKG, 08-13, 2.2t	HKN144
HKG, 08-13, 2.2t	HKN145
HKG, 08-13, 2.2t	HKN146
HKG, 08-13, 2.2t	HKN148
HKG, 08-13, 2.2t	HKN149-HKN157
HKG, 08-13, 2.2t	HKN150
HKG, 08-13, 2.2t	HKN152-HKN180
HKG, 08-13, 2.2t	HKN153
HKG, 08-13, 2.2t	HKN154
HKG, 08-13, 2.2t	HKN156-HKN167
HKG, 08-13, 2.2t	HKN158-HKN160
HKG, 08-13, 2.2t	HKN159
HKG, 08-13, 2.2t	HKN162
HKG, 08-13, 2.2t	HKN163
HKG, 08-13, 2.2t	HKN164
HKG, 08-13, 2.2t	HKN165-HKN176
HKG, 08-13, 2.2t	HKN168
HKG, 08-13, 2.2t	HKN169
HKG, 08-13, 2.2t	HKN171-HKN175
HKG, 08-13, 2.2t	HKN172
HKG, 08-13, 2.2t	HKN174
HKG, 08-13, 2.2t	HKN177
HKG, 08-13, 2.2t	HKN178
HKG, 08-13, 2.2t	HKN182
HKG, 08-13, 2.2t	HKN184
HKG, 08-13, 2.2t	HKN185
HKG, 08-13, 2.2t	HKN186
HKG, 08-13, 2.2t	HKN188
HKG, 08-13, 2.2t	HKN191
HKG, 08-13, 2.2t	HKN197
HKG, 08-13, 2.2t	HKN199
HKG, 08-13, 2.2t	HKN200
THA, 01-11, 0.33t	TAI01-TAI45
THA, 01-11, 0.33t	TAI02
